date,method,passed,balance_max_abs_kwh,soc_recurrence_max_abs_kwh,emergency_definition_max_abs_kwh,cost_max_abs_yuan,within_day_soc_continuity_max_abs_kwh,soc_min_kwh,soc_max_kwh,max_charge_kwh,max_discharge_kwh,charge_discharge_conflicts,charge_emergency_conflicts,source_causal,plan_frozen,solver_method,solver_success,solver_status_code,mip_gap,lp_initial_conflicts,incremental_rounds,active_binary_count,total_possible_binaries,model_max_constraint_violation
2025-03-03,stochastic,True,2.27373675443e-13,4.19220214098e-13,0,0,0,1200,6831.54185373,833.333333333,785.110404762,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,1.89590959438e-05,27,2,720,2880,5.16820364282e-10
2025-03-04,stochastic,True,2.27373675443e-13,4.54747350886e-13,0,0,0,1200,7349.06343737,833.333333333,801.12485,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000400969208344,44,1,720,2880,3.79932380686e-10
2025-03-05,stochastic,True,1.13686837722e-13,4.12114786741e-13,0,0,0,1200,7948.99608775,833.333333333,819.651904762,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.00025396300973,60,1,720,2880,2.01680450118e-09
2025-03-06,stochastic,True,1.13686837722e-13,4.26325641456e-13,0,0,0,1200,7270.4041484,833.333333333,769.984,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,3.48251162773e-05,48,1,720,2880,1.09025677375e-10
2025-03-07,stochastic,True,1.13686837722e-13,3.97903932026e-13,0,0,0,1362.90973286,10800,833.333333333,456.531166667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000212185143038,51,1,576,2880,2.8342128644e-10
2025-03-08,stochastic,True,5.68434188608e-14,7.95807864051e-13,0,0,0,4882.22278053,10800,833.333333333,464.627666667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000116023623452,48,1,720,2880,3.90286913898e-10
2025-03-09,stochastic,True,2.27373675443e-13,7.24753590475e-13,0,0,0,1200,8756.31783288,833.333333333,780.831666667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000335126142479,55,1,720,2880,4.80213202536e-10
2025-03-10,stochastic,True,1.13686837722e-13,3.90798504668e-13,0,0,0,1200,7184.4478459,833.333333333,822.232883333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000533682901522,59,1,720,2880,3.25485416397e-10
2025-03-11,stochastic,True,2.27373675443e-13,4.54747350886e-13,0,0,0,1200,7064.62951406,833.333333333,788.231516667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000376222320944,53,1,720,2880,9.89075488178e-12
2025-03-12,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,7800.25536871,833.333333333,795.64,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000836289517506,67,1,720,2880,1.49952938955e-10
2025-03-13,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,6845.56866278,833.333333333,829.376666667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000128371235195,40,1,576,2880,7.95807864051e-12
2025-03-14,stochastic,True,1.13686837722e-13,8.38440428197e-13,0,0,0,1446.88205622,10800,833.333333333,496.715,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000834487205831,61,1,720,2880,3.26281224261e-10
2025-03-15,stochastic,True,5.68434188608e-14,8.52651282912e-13,0,0,0,4964.53135439,10800,833.333333333,494.007383333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.00026145630552,45,1,720,2880,3.11285930366e-09
2025-03-16,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,7167.57038218,833.333333333,832.863095238,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000242237577323,46,1,720,2880,3.06499714497e-10
2025-03-17,stochastic,True,2.27373675443e-13,9.09494701773e-13,0,0,0,1200,8560.75643069,833.333333333,792.12985,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000123437600816,48,1,576,2880,7.54073425924e-09
2025-03-18,stochastic,True,1.13686837722e-13,8.41104963456e-13,0,0,0,1200,8265.67925405,833.333333333,801.530416667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000100551448461,54,1,720,2880,8.78799255588e-11
2025-03-19,stochastic,True,2.27373675443e-13,7.95807864051e-13,0,0,0,1200,8387.21574675,833.333333333,815.591904762,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000630852398048,61,1,720,2880,7.03721525497e-11
2025-03-20,stochastic,True,2.27373675443e-13,4.54747350886e-13,0,0,0,1200,7068.55786423,833.333333333,815.189761905,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,9.91348434607e-05,39,1,720,2880,1.25282895169e-10
2025-03-21,stochastic,True,1.13686837722e-13,7.95807864051e-13,0,0,0,1522.11884635,10800,833.333333333,494.825,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000521624118343,58,1,720,2880,5.61044544156e-10
2025-03-22,stochastic,True,1.13686837722e-13,7.38964445191e-13,0,0,0,4923.60407381,10800,712.311550588,462.933333333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.00044162374012,32,1,576,2880,1.50066625793e-11
2025-03-23,stochastic,True,2.27373675443e-13,6.96331881045e-13,0,0,0,1200,8988.0877568,833.333333333,817.689866667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000221454749257,36,1,576,2880,2.88650880975e-10
2025-03-24,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,7221.14624524,833.333333333,801.465357143,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000867263939526,60,1,720,2880,2.2851054382e-11
2025-03-25,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,7548.29778053,833.333333333,797.932142857,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000448195162241,57,1,720,2880,1.33609790418e-09
2025-03-26,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,7895.04842143,833.333333333,778.66922619,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000474113026869,54,1,720,2880,6.36418917566e-10
2025-03-27,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,6587.64853417,833.333333333,766.725416667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000561692495144,51,1,576,2880,7.6693140727e-10
2025-03-28,stochastic,True,1.13686837722e-13,7.95807864051e-13,0,0,0,1399.43124075,10800,833.333333333,483.873333333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000707276504408,43,1,720,2880,1.57342583407e-10
2025-03-29,stochastic,True,5.68434188608e-14,5.68434188608e-13,0,0,0,5106.543761,10800,833.333333333,482.245,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000582728713199,39,1,720,2880,2.42152964347e-11
2025-03-30,stochastic,True,2.27373675443e-13,4.54747350886e-13,0,0,0,1200,7377.59775503,833.333333333,761.579133333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000129377890636,35,1,576,2880,1.14710019261e-10
2025-03-31,stochastic,True,2.27373675443e-13,4.54747350886e-13,0,0,0,1200,6843.41583521,821.134269048,796.047083333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000324574696657,41,1,576,2880,1.11117515189e-09
2025-04-01,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,6880.31779451,807.418095238,755.053,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000114125591963,34,1,432,2880,3.86535248253e-12
2025-04-02,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,6835.92534607,833.333333333,788.412916667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,2.819230709e-05,25,1,432,2880,8.62883098307e-11
2025-04-03,stochastic,True,2.27373675443e-13,4.54747350886e-13,0,0,0,1200,7149.09752797,833.333333333,779.54625,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000256189499516,41,1,576,2880,1.84252257895e-09
2025-04-04,stochastic,True,1.13686837722e-13,7.38964445191e-13,0,0,0,1385.21694158,10800,833.333333333,503.503333333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000570956734221,48,1,576,2880,5.18411980011e-11
2025-04-05,stochastic,True,1.13686837722e-13,4.26325641456e-13,0,0,0,5076.57855903,10800,833.333333333,483.917733333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000125943281823,35,1,720,2880,1.88151716429e-10
2025-04-06,stochastic,True,1.13686837722e-13,4.09228206877e-13,0,0,0,1200,7739.07566235,833.333333333,738.60125,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000353993981897,40,1,576,2880,1.81898940355e-11
2025-04-07,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,7010.0617695,833.333333333,735.019016667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000258225826972,45,2,720,2880,2.74326339422e-10
2025-04-08,stochastic,True,1.13686837722e-13,3.41060513165e-13,0,0,0,1200,7724.38117588,833.333333333,745.371666667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000227502112055,45,1,576,2880,7.38964445191e-11
2025-04-09,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,6911.09300261,833.333333333,749.65525,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000484039263852,41,1,576,2880,1.44150272622e-10
2025-04-10,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,6956.69670452,833.333333333,759.601616667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0,28,2,720,2880,8.54925019667e-11
2025-04-11,stochastic,True,5.68434188608e-14,7.95807864051e-13,0,0,0,1640.71615547,10800,833.333333333,493.153333333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000152461627434,48,1,576,2880,3.59409568773e-09
2025-04-12,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,5155.31942984,10800,831.93207381,476.153933333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,9.40469371876e-05,34,1,576,2880,8.60609361553e-11
2025-04-13,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,7365.04243304,833.333333333,748.98,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000108358652416,36,1,576,2880,1.476792022e-10
2025-04-14,stochastic,True,1.13686837722e-13,4.61852778244e-13,0,0,0,1200,8403.37947429,833.333333333,759.316666667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,5.72509272538e-05,42,1,576,2880,3.58340912499e-10
2025-04-15,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,6798.29086002,833.333333333,748.32215,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000102410566138,31,1,432,2880,3.99382342157e-10
2025-04-16,stochastic,True,2.27373675443e-13,3.62376795238e-13,0,0,0,1200,6966.16960248,833.333333333,730.531666667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000356212937978,56,1,576,2880,3.75166564481e-12
2025-04-17,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,7014.31942407,833.333333333,738.6191,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000419068912245,46,1,432,2880,3.91082721762e-11
2025-04-18,stochastic,True,1.13686837722e-13,7.67386154621e-13,0,0,0,1642.56981789,10800,833.333333333,470.835733333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000659852052464,53,1,576,2880,1.34605215862e-09
2025-04-19,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,5031.34016402,10800,805.322004115,475.26865,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000301164321193,42,1,576,2880,1.63709046319e-11
2025-04-20,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,7214.83976047,833.333333333,721.5449,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000283834991009,35,1,576,2880,1.0759322322e-09
2025-04-21,stochastic,True,2.27373675443e-13,7.74491581979e-13,0,0,0,1200,8860.28581892,833.333333333,733.593816667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.00031891861907,53,1,576,2880,2.54681253864e-09
2025-04-22,stochastic,True,1.13686837722e-13,3.86579657174e-13,0,0,0,1200,6732.97877167,833.333333333,733.311866667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.0003670733579,37,1,576,2880,6.31962393527e-09
2025-04-23,stochastic,True,2.27373675443e-13,4.54747350886e-13,0,0,0,1200,6449.60018283,833.333333333,748.36945,0,0,True,True,INCREMENTAL_MILP_FEASIBLE_TIME_LIMIT,False,1,0.000689895846031,36,1,576,2880,9.96806193143e-10
2025-04-24,stochastic,True,1.13686837722e-13,9.09494701773e-13,0,0,0,1200,9207.28993286,833.333333333,738.55,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000645547277087,32,1,576,2880,6.08224581811e-11
2025-04-25,stochastic,True,1.13686837722e-13,6.8212102633e-13,0,0,0,1571.6967659,10800,833.333333333,490.208333333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000136289788797,37,1,432,2880,3.56521923095e-09
2025-04-26,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,4992.75817103,10800,610.346570165,472.6257,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,4.55332496331e-05,33,1,432,2880,9.71340341493e-10
2025-04-27,stochastic,True,2.27373675443e-13,4.43312053733e-13,0,0,0,1200,6895.49671539,833.333333333,723.339966667,0,0,True,True,INCREMENTAL_MILP_FEASIBLE_TIME_LIMIT,False,1,0.000118712847698,20,1,576,2880,2.3203483579e-10
2025-04-28,stochastic,True,2.27373675443e-13,4.05009359383e-13,0,0,0,1200,6611.42781217,833.333333333,720.45345,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,5.32580562933e-08,50,1,576,2880,5.73550096306e-10
2025-04-29,stochastic,True,1.13686837722e-13,4.26325641456e-13,0,0,0,1200,7111.5882325,833.333333333,727.43355,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,2.62747460764e-05,47,1,432,2880,4.56680027128e-10
2025-04-30,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,7559.59819714,822.619047619,746.837833333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,2.71902560222e-06,51,1,432,2880,9.54925029749e-09
2025-05-01,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,6886.20435976,833.333333333,802.63905,0,0,True,True,INCREMENTAL_MILP_FEASIBLE_TIME_LIMIT,False,1,0.000109015836292,27,1,432,2880,3.41060513165e-11
2025-05-02,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1349.85910714,10800,833.333333333,546.41555,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000989396377293,44,1,432,2880,4.54747350886e-11
2025-05-03,stochastic,True,1.13686837722e-13,7.95807864051e-13,0,0,0,4271.01472222,10800,589.791273339,572.508333333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000349067257873,29,1,432,2880,4.49631443189e-10
2025-05-04,stochastic,True,2.27373675443e-13,4.54747350886e-13,0,0,0,1200,7280.34416135,833.333333333,803.8746,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.00026930403136,38,1,432,2880,4.28258317697e-10
2025-05-05,stochastic,True,1.13686837722e-13,4.12114786741e-13,0,0,0,1200,6789.97204923,833.333333333,809.241683333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000511684516658,49,1,432,2880,4.72175543109e-09
2025-05-06,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,8047.48746404,833.333333333,800.363333333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000402406656374,54,1,576,2880,2.76259015664e-11
2025-05-07,stochastic,True,2.27373675443e-13,4.54747350886e-13,0,0,0,1200,6405.62277479,833.333333333,812.301666667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,8.19134210006e-05,41,1,432,2880,5.45696821064e-12
2025-05-08,stochastic,True,1.13686837722e-13,4.33431068814e-13,0,0,0,1200,6060.47460051,833.333333333,833.333333333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,5.30847087085e-07,25,2,576,2880,2.41243469645e-10
2025-05-09,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1766.41515399,10800,833.333333333,560.7918,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,1.40704344487e-05,30,2,576,2880,5.11590769747e-11
2025-05-10,stochastic,True,5.68434188608e-14,4.54747350886e-13,0,0,0,4942.75483069,10800,703.403075691,537.051666667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000243703194738,27,1,576,2880,6.16068973613e-10
2025-05-11,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,6475.86288861,833.333333333,833.333333333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,2.77273474315e-05,27,2,576,2880,3.51064954884e-08
2025-05-12,stochastic,True,2.27373675443e-13,3.74811293113e-13,0,0,0,1200,6171.58907901,833.333333333,804.811333333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000106512255379,37,1,720,2880,2.61024979409e-10
2025-05-13,stochastic,True,1.13686837722e-13,4.26325641456e-13,0,0,0,1200,7298.47852725,833.333333333,795.524907143,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000177968884535,26,2,576,2880,7.13953340892e-11
2025-05-14,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,7628.26016065,833.333333333,778.433780952,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000134890230028,32,2,576,2880,1.93267624127e-10
2025-05-15,stochastic,True,2.27373675443e-13,4.54747350886e-13,0,0,0,1200,6329.58436683,833.333333333,756.623185714,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000146700919646,27,1,576,2880,5.49107426195e-11
2025-05-16,stochastic,True,1.13686837722e-13,3.97903932026e-13,0,0,0,1992.92202585,10800,833.333333333,566.113333333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,1.99608216957e-06,42,1,576,2880,4.84177443732e-09
2025-05-17,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,4816.59429894,10800,706.903952116,593.327433333,0,0,True,True,INCREMENTAL_MILP_FEASIBLE_TIME_LIMIT,False,1,9.98190494477e-05,33,1,576,2880,1.84854798135e-10
2025-05-18,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,6459.45567536,772.847802381,764.215066667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000210082729633,23,1,576,2880,3.12880578775e-10
2025-05-19,stochastic,True,1.13686837722e-13,8.881784197e-13,0,0,0,1200,9039.39941569,833.333333333,798.8247,0,0,True,True,INCREMENTAL_MILP_FEASIBLE_TIME_LIMIT,False,1,0.000316184130447,33,1,432,2880,1.27329258248e-11
2025-05-20,stochastic,True,2.27373675443e-13,3.41060513165e-13,0,0,0,1200,5526.14048466,826.592559524,793.256795238,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000509893434554,45,1,432,2880,2.80238054984e-10
2025-05-21,stochastic,True,1.13686837722e-13,4.26325641456e-13,0,0,0,1200,7244.70575913,827.999738095,808.46,0,0,True,True,INCREMENTAL_MILP_FEASIBLE_TIME_LIMIT,False,1,0.000496727337441,34,1,432,2880,1.36424205266e-10
2025-05-22,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,6860.48304531,814.162142857,771.968590067,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.00067532307092,31,1,576,2880,1.3869794202e-10
2025-05-23,stochastic,True,1.13686837722e-13,6.8212102633e-13,0,0,0,2048.57742823,10800,833.333333333,540.607385714,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000635177538804,36,1,432,2880,5.35339950147e-09
2025-05-24,stochastic,True,5.68434188608e-14,5.68434188608e-13,0,0,0,4596.70696632,10800,418.796493827,530.47,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000168532834937,24,1,576,2880,1.13186615636e-09
2025-05-25,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,7566.44440491,720.474739859,781.34357619,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000219929288832,17,1,576,2880,8.73114913702e-11
2025-05-26,stochastic,True,1.50990331349e-13,4.05009359383e-13,0,0,0,1200,5775.43497306,809.870104762,805.112933333,0,0,True,True,INCREMENTAL_MILP_FEASIBLE_TIME_LIMIT,False,1,0.00117609571055,33,1,576,2880,3.2082425605e-10
2025-05-27,stochastic,True,1.24344978758e-13,4.54747350886e-13,0,0,0,1200,7720.3711378,833.333333333,782.725316667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.00018870211915,34,1,432,2880,5.81394488108e-10
2025-05-28,stochastic,True,2.27373675443e-13,3.97903932026e-13,0,0,0,1200,7367.00383186,825.280714286,795.187066667,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000461881491756,34,1,432,2880,3.49814399669e-10
2025-05-29,stochastic,True,2.27373675443e-13,4.54747350886e-13,0,0,0,1200,6295.24817757,830.435404762,802.4373,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000787679323048,25,1,432,2880,1.69052327692e-10
2025-05-30,stochastic,True,1.13686837722e-13,6.8212102633e-13,0,0,0,1880.15578769,10800,833.333333333,528.04335,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000256214928515,20,1,576,2880,1.81785253517e-10
2025-05-31,stochastic,True,1.13686837722e-13,6.8212102633e-13,0,0,0,4386.0454554,10800,462.252202381,548.043333333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000361017010652,23,1,576,2880,2.9409338147e-10
2025-06-01,stochastic,True,3.90798504668e-14,3.41060513165e-13,0,0,0,1200,5836.8554904,796.261142857,833.333333333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000587465115573,26,2,576,2880,2.73985278909e-11
2025-06-02,stochastic,True,1.13686837722e-13,3.63264973657e-13,0,0,0,1200,5768.6422178,826.868883333,829.449966667,0,0,True,True,INCREMENTAL_MILP_FEASIBLE_TIME_LIMIT,False,1,0.000499944426888,49,1,576,2880,9.91349224932e-11
2025-06-03,stochastic,True,2.27373675443e-13,4.26325641456e-13,0,0,0,1200,5928.01613163,833.333333333,833.333333333,0,0,True,True,INCREMENTAL_MILP_FEASIBLE_TIME_LIMIT,False,1,0.00192540444489,72,1,576,2880,9.54969436862e-12
2025-06-04,stochastic,True,2.27373675443e-13,2.27373675443e-13,0,0,0,1200,6111.31947397,798.932809524,833.333333333,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000865027678827,47,1,576,2880,2.18960849452e-10
2025-06-05,stochastic,True,2.27373675443e-13,4.54747350886e-13,0,0,0,1200,6173.92112161,829.246845238,833.333333333,0,0,True,True,INCREMENTAL_MILP_FEASIBLE_TIME_LIMIT,False,1,0.00089008294575,82,1,576,2880,2.18278728426e-11
2025-06-06,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,2097.6352487,10800,833.333333333,526.955064286,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000420871997771,82,1,576,2880,1.17893250717e-09
2025-06-07,stochastic,True,1.13686837722e-13,6.8212102633e-13,0,0,0,4503.25483235,10726.3259651,833.333333333,546.729947619,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000317370915258,70,1,576,2880,5.32054400537e-11
2025-06-08,stochastic,True,2.27373675443e-13,8.38440428197e-13,0,0,0,1200,8397.2855091,833.333333333,819.940238095,0,0,True,True,INCREMENTAL_MILP_FEASIBLE_TIME_LIMIT,False,1,0.000150093344675,61,1,576,2880,2.90538082481e-08
2025-06-09,stochastic,True,2.27373675443e-13,4.33431068814e-13,0,0,0,1200,6736.63978609,833.333333333,722.478459524,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000263507640246,59,1,720,2880,2.7212081477e-09
2025-06-10,stochastic,True,1.13686837722e-13,2.84217094304e-13,0,0,0,1200,6939.88311375,833.333333333,780.354314286,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000309848143322,71,1,576,2880,1.84854798135e-10
2025-06-11,stochastic,True,2.27373675443e-13,4.54747350886e-13,0,0,0,1200,7383.24155066,833.333333333,728.143695238,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000435169519797,82,1,576,2880,2.06523657688e-11
2025-06-12,stochastic,True,2.27373675443e-13,4.33431068814e-13,0,0,0,1200,6219.97026671,833.333333333,721.552990476,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000477516743169,81,1,576,2880,1.16642695502e-10
2025-06-13,stochastic,True,1.42108547152e-13,6.25277607469e-13,0,0,0,3144.49171489,10800,833.333333333,523.243211905,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000315754736068,77,1,576,2880,1.56924215844e-08
2025-06-14,stochastic,True,1.13686837722e-13,5.68434188608e-13,0,0,0,4740.99515992,10800,833.333333333,548.154759524,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000768717495202,66,1,576,2880,3.45607986674e-11
2025-06-15,stochastic,True,2.27373675443e-13,4.54747350886e-13,0,0,0,1200,7776.38556627,833.333333333,762.955952381,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000594685473624,66,1,576,2880,6.213326742e-09
2025-06-16,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,1200,6642.19742539,833.333333333,782.712411905,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000659209720936,86,1,576,2880,4.97936980537e-09
2025-06-17,stochastic,True,2.27373675443e-13,4.54747350886e-13,0,0,0,1200,6917.40969411,833.333333333,766.964761905,0,0,True,True,INCREMENTAL_MILP_FEASIBLE_TIME_LIMIT,False,1,0.000145998119294,68,1,576,2880,1.09821485239e-10
2025-06-18,stochastic,True,2.27373675443e-13,4.54747350886e-13,0,0,0,1200,7811.49881147,833.333333333,728.303519048,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000466376158896,54,1,576,2880,4.47926140623e-11
2025-06-19,stochastic,True,2.27373675443e-13,7.46069872548e-13,0,0,0,1200,8253.83382061,833.333333333,772.715238095,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000428733974446,76,1,576,2880,1.61094249052e-09
2025-06-20,stochastic,True,1.13686837722e-13,4.54747350886e-13,0,0,0,3182.7263121,10800,833.333333333,539.560952381,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.00073323492288,72,1,576,2880,8.45716385811e-10
2025-06-21,stochastic,True,1.13686837722e-13,7.95807864051e-13,0,0,0,4417.53066622,10800,833.333333333,543.785804762,0,0,True,True,INCREMENTAL_MILP_GAP_REACHED,True,0,0.00038380367159,66,1,576,2880,1.41426426126e-10
